"eventtype","ts","eventid","requestid","receivedat","metadata_json","validation_json","payload_json","ingestedat","year","month","day","type"
"flights.flight.created","2025-01-28T10:25:00Z","04fac5c1-6c71-4fc8-95d7-e128e5d5d357","344c8f7f-c691-415d-a6f8-c9ff14f9c251","2025-10-15T23:58:24.631762Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 22512804631, ""eventSizeBytes"": 309, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:58:25.230551Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=flights.flight.created/04fac5c1-6c71-4fc8-95d7-e128e5d5d357.json""}","{""flightId"": ""AR1710"", ""flightNumber"": ""AR1710"", ""origin"": ""COR"", ""destination"": ""EZE"", ""aircraftModel"": ""EMB190"", ""departureAt"": ""2025-01-28T10:25:00Z"", ""arrivalAt"": ""2025-01-28T11:45:00Z"", ""status"": ""En hora"", ""price"": 98, ""currency"": ""USD""}","2025-10-15T23:58:25.230614Z","2025","10","15","flights.flight.created"
"search.search.performed","2025-01-15T18:05:59Z","b09a8d7f-5f39-401a-ba13-229e933a2feb","ccb22c08-84c9-4c6a-832f-502c529b0578","2025-10-15T23:56:42.636071Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23608243636, ""eventSizeBytes"": 295, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:56:43.829374Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search.search.performed/b09a8d7f-5f39-401a-ba13-229e933a2feb.json""}","{""searchId"": ""SCH-20250115-020"", ""userId"": ""u-1522"", ""origin"": ""EZE"", ""destination"": ""PUJ"", ""departDate"": ""2025-04-20"", ""returnDate"": ""2025-04-30"", ""paxCount"": 4, ""category"": ""all-inclusive"", ""performedAt"": ""2025-01-15T18:05:59Z""}","2025-10-15T23:56:43.829438Z","2025","10","15","search.search.performed"
"reservations.reservation.updated","2025-01-16T09:20:00Z","4cedc65a-1d70-4afd-8670-90297a2ed20c","cd43287c-3c07-4a44-bc92-c13df386de31","2025-10-15T23:59:58.327709Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23553598327, ""eventSizeBytes"": 208, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:59:59.224236Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=reservations.reservation.updated/4cedc65a-1d70-4afd-8670-90297a2ed20c.json""}","{""reservationId"": ""RSV-5005"", ""newStatus"": ""CHANGED"", ""reservationDate"": ""2025-01-16T09:20:00Z"", ""flightDate"": ""2025-04-14T15:00:00Z""}","2025-10-15T23:59:59.224293Z","2025","10","15","reservations.reservation.updated"
"catalogo","2025-04-14T15:00:00Z","b739d438-eb9e-476c-9646-f55026d8ab40","dac7e052-5577-4496-9674-e7879973d2fc","2025-10-15T23:58:46.990937Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 15929926990, ""eventSizeBytes"": 327, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:58:48.169959Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Unknown aircraft type: A321"", ""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=catalogo/b739d438-eb9e-476c-9646-f55026d8ab40.json""}","{""id"": 5, ""id_vuelo"": ""G31021"", ""aerolinea"": ""GOL"", ""origen"": ""MDZ"", ""destino"": ""GRU"", ""precio"": 365, ""moneda"": ""USD"", ""despegue"": ""2025-04-14T15:00:00Z"", ""aterrizaje_local"": ""2025-04-14T22:20:00Z"", ""estado_vuelo"": ""En hora"", ""capacidadAvion"": 214, ""tipoAvion"": ""A321""}","2025-10-15T23:58:48.170021Z","2025","10","15","catalogo"
"reservations.reservation.created","2025-01-15T15:12:27Z","eceebb59-115f-4f5b-be4c-b3db16e2153c","c653294c-784c-490c-a3b8-0eb621d8bbc8","2025-10-15T23:59:09.604866Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23618802604, ""eventSizeBytes"": 219, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:59:10.422401Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=reservations.reservation.created/eceebb59-115f-4f5b-be4c-b3db16e2153c.json""}","{""reservationId"": ""RSV-5012"", ""userId"": ""u-1444"", ""flightId"": ""UX042"", ""amount"": 899, ""currency"": ""USD"", ""reservedAt"": ""2025-01-15T15:12:27Z""}","2025-10-15T23:59:10.422459Z","2025","10","15","reservations.reservation.created"
"payments.payment.status_updated","2025-01-15T16:30:00Z","1d13e836-bf4d-4f24-b07e-336d17094894","5b6ff4a8-fa0a-4a96-8e0d-460851758a18","2025-10-15T23:59:34.578840Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23614174578, ""eventSizeBytes"": 238, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:59:36.033828Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=payments.payment.status_updated/1d13e836-bf4d-4f24-b07e-336d17094894.json""}","{""paymentId"": ""PAY-8001"", ""reservationId"": ""RSV-5001"", ""userId"": ""u-1001"", ""status"": ""PAID"", ""amount"": 750, ""currency"": ""USD"", ""updatedAt"": ""2025-01-15T16:30:00Z""}","2025-10-15T23:59:36.033886Z","2025","10","15","payments.payment.status_updated"
"catalogo","2025-02-25T08:10:00Z","a27f07cf-ce3b-4601-9d30-d1a811b85b86","5853d6dc-8ade-4118-85b4-18e89d4c4369","2025-10-15T23:58:48.329262Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 20101728329, ""eventSizeBytes"": 344, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:58:49.159510Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=catalogo/a27f07cf-ce3b-4601-9d30-d1a811b85b86.json""}","{""id"": 11, ""id_vuelo"": ""UY232"", ""aerolinea"": ""Aerolineas Argentinas"", ""origen"": ""AEP"", ""destino"": ""MVD"", ""precio"": 210, ""moneda"": ""USD"", ""despegue"": ""2025-02-25T08:10:00Z"", ""aterrizaje_local"": ""2025-02-25T12:20:00Z"", ""estado_vuelo"": ""En hora"", ""capacidadAvion"": 180, ""tipoAvion"": ""B737""}","2025-10-15T23:58:49.159576Z","2025","10","15","catalogo"
"search.search.performed","2025-10-15T22:25:24.166000Z","5b3f09bf-fa9a-4789-89c7-2e2671af49f4","7f75fcd0-2d66-49bf-8589-81e5855a9bce","2025-10-15T22:25:24.275836Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 109, ""eventSizeBytes"": 293, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T22:25:25.671013Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [], ""originalS3Key"": ""year=2025/month=10/day=15/type=search.search.performed/5b3f09bf-fa9a-4789-89c7-2e2671af49f4.json""}","{""searchId"": ""SCH-306"", ""userId"": ""user-123"", ""origin"": ""EZE"", ""destination"": ""MIA"", ""departDate"": ""2025-10-25"", ""returnDate"": ""2025-11-03"", ""paxCount"": 2, ""category"": ""economy"", ""performedAt"": ""2025-10-15T22:25:24.166000Z""}","2025-10-15T22:25:25.671078Z","2025","10","15","search.search.performed"
"search.search.performed","2025-01-15T17:03:44Z","af023d53-bdbf-40f8-a1fd-169c8fd5b644","f30e74a9-1890-429f-b552-78da13255e29","2025-10-15T23:56:41.944179Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23611977944, ""eventSizeBytes"": 281, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:56:43.127251Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search.search.performed/af023d53-bdbf-40f8-a1fd-169c8fd5b644.json""}","{""searchId"": ""SCH-20250115-017"", ""userId"": ""u-1502"", ""origin"": ""AEP"", ""destination"": ""IGR"", ""departDate"": ""2025-02-12"", ""returnDate"": """", ""paxCount"": 2, ""category"": ""honeymoon"", ""performedAt"": ""2025-01-15T17:03:44Z""}","2025-10-15T23:56:43.127312Z","2025","10","15","search.search.performed"
"payments.payment.status_updated","2025-01-15T19:52:00Z","fd93fbc7-84a2-416f-b508-7e7cdc3e844e","64f636ba-4329-4ad2-99ec-30a88ecfae65","2025-10-15T23:59:38.300651Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23602058300, ""eventSizeBytes"": 240, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:59:39.221084Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=payments.payment.status_updated/fd93fbc7-84a2-416f-b508-7e7cdc3e844e.json""}","{""paymentId"": ""PAY-8015"", ""reservationId"": ""RSV-5015"", ""userId"": ""u-1490"", ""status"": ""PENDING"", ""amount"": 1185, ""currency"": ""USD"", ""updatedAt"": ""2025-01-15T19:52:00Z""}","2025-10-15T23:59:39.221142Z","2025","10","15","payments.payment.status_updated"
"search.search.performed","2025-01-15T13:05:11Z","cd0de42d-6d22-4f33-a771-3e620e90971b","c47d9f77-7a87-4ff6-8722-193d7622115d","2025-10-15T23:53:34.577757Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23626103577, ""eventSizeBytes"": 289, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:53:39.209681Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search.search.performed/cd0de42d-6d22-4f33-a771-3e620e90971b.json""}","{""searchId"": ""SCH-20250115-007"", ""userId"": ""u-1288"", ""origin"": ""SLA"", ""destination"": ""RGL"", ""departDate"": ""2025-08-02"", ""returnDate"": ""2025-08-15"", ""paxCount"": 2, ""category"": ""tourism"", ""performedAt"": ""2025-01-15T13:05:11Z""}","2025-10-15T23:53:39.209758Z","2025","10","15","search.search.performed"
"flights.flight.created","2025-07-10T06:20:00Z","060f1262-efc5-4e76-a9ba-584f27486020","c53e6c23-9d68-4ec2-8d4e-96557f52dc96","2025-10-15T23:58:24.190179Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 8444304190, ""eventSizeBytes"": 309, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:58:25.373335Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=flights.flight.created/060f1262-efc5-4e76-a9ba-584f27486020.json""}","{""flightId"": ""AR2846"", ""flightNumber"": ""AR2846"", ""origin"": ""ROS"", ""destination"": ""BRC"", ""aircraftModel"": ""B737"", ""departureAt"": ""2025-07-10T06:20:00Z"", ""arrivalAt"": ""2025-07-10T09:05:00Z"", ""status"": ""En hora"", ""price"": 1120, ""currency"": ""USD""}","2025-10-15T23:58:25.373395Z","2025","10","15","flights.flight.created"
"reservations.reservation.created","2025-01-15T15:47:10Z","2f8da794-9f18-499d-93e8-d8ff86668d94","d84fd5d5-9ffa-468d-8cca-0f09921e536f","2025-10-15T23:59:09.815756Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23616719815, ""eventSizeBytes"": 216, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:59:11.323821Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=reservations.reservation.created/2f8da794-9f18-499d-93e8-d8ff86668d94.json""}","{""reservationId"": ""RSV-5013"", ""userId"": ""u-1455"", ""flightId"": ""UY120"", ""amount"": 320, ""currency"": ""USD"", ""reservedAt"": ""2025-01-15T15:47:10Z""}","2025-10-15T23:59:11.323880Z","2025","10","15","reservations.reservation.created"
"catalogo","2025-07-10T06:20:00Z","a2a13648-666f-4a1c-a60c-06b0c8ec37e3","0bc24409-f51a-4bc7-9ec0-a2a4f1b94fb7","2025-10-15T23:58:46.772984Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 8444326772, ""eventSizeBytes"": 345, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:58:47.304121Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=catalogo/a2a13648-666f-4a1c-a60c-06b0c8ec37e3.json""}","{""id"": 4, ""id_vuelo"": ""AR2846"", ""aerolinea"": ""Aerolineas Argentinas"", ""origen"": ""ROS"", ""destino"": ""BRC"", ""precio"": 1120, ""moneda"": ""USD"", ""despegue"": ""2025-07-10T06:20:00Z"", ""aterrizaje_local"": ""2025-07-10T12:05:00Z"", ""estado_vuelo"": ""En hora"", ""capacidadAvion"": 180, ""tipoAvion"": ""B737""}","2025-10-15T23:58:47.304187Z","2025","10","15","catalogo"
"users.user.created","2025-01-15T11:05:00Z","62857f9e-b616-4998-8d2b-347699f05e7b","3432058c-528f-4b37-84f6-e6ba7ecbd494","2025-10-15T23:58:04.542071Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23633584542, ""eventSizeBytes"": 186, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:58:05.720498Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=users.user.created/62857f9e-b616-4998-8d2b-347699f05e7b.json""}","{""userId"": ""user-1112"", ""nationalityOrOrigin"": ""AR"", ""roles"": [""traveler"", ""mobile-app""], ""createdAt"": ""2025-01-15T11:05:00Z""}","2025-10-15T23:58:05.720559Z","2025","10","15","users.user.created"
"search.cart.item.added","2025-01-15T14:10:05Z","ce370544-4659-4bfc-b173-d3c87465bcd3","808736e8-8c33-497f-b76b-d84b646c714f","2025-10-15T23:57:41.809258Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23622456809, ""eventSizeBytes"": 140, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:57:42.623301Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search.cart.item.added/ce370544-4659-4bfc-b173-d3c87465bcd3.json""}","{""userId"": ""u-1399"", ""flightId"": ""UY232"", ""addedAt"": ""2025-01-15T14:10:05Z""}","2025-10-15T23:57:42.623357Z","2025","10","15","search.cart.item.added"
"search.search.performed","2025-01-15T17:49:12Z","4cda64e9-5c2b-4a1f-adf5-05fc509d5046","78e35997-9af3-4e30-89df-660e24ec13ef","2025-10-15T23:56:42.413914Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23609250413, ""eventSizeBytes"": 289, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:56:43.095553Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search.search.performed/4cda64e9-5c2b-4a1f-adf5-05fc509d5046.json""}","{""searchId"": ""SCH-20250115-019"", ""userId"": ""u-1515"", ""origin"": ""EZE"", ""destination"": ""MAD"", ""departDate"": ""2025-05-01"", ""returnDate"": ""2025-05-15"", ""paxCount"": 2, ""category"": ""premium"", ""performedAt"": ""2025-01-15T17:49:12Z""}","2025-10-15T23:56:43.095614Z","2025","10","15","search.search.performed"
"search.cart.item.added","2025-01-15T13:47:33Z","4e9b89ee-bab6-4d3c-bb06-8e42f6f74fc2","5da53c4e-5874-418c-9346-c3adc24264b0","2025-10-15T23:57:41.571007Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23623808571, ""eventSizeBytes"": 141, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:57:42.640879Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search.cart.item.added/4e9b89ee-bab6-4d3c-bb06-8e42f6f74fc2.json""}","{""userId"": ""u-1320"", ""flightId"": ""AR1302"", ""addedAt"": ""2025-01-15T13:47:33Z""}","2025-10-15T23:57:42.640935Z","2025","10","15","search.cart.item.added"
"reservations.reservation.created","2025-01-15T12:20:05Z","cafe2992-9e44-4c18-be2a-e64de586b080","654655b8-689a-408b-8d42-4e91562069ac","2025-10-15T23:59:07.966643Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23629142966, ""eventSizeBytes"": 220, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:59:08.727469Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=reservations.reservation.created/cafe2992-9e44-4c18-be2a-e64de586b080.json""}","{""reservationId"": ""RSV-5005"", ""userId"": ""u-1203"", ""flightId"": ""G31021"", ""amount"": 365, ""currency"": ""USD"", ""reservedAt"": ""2025-01-15T12:20:05Z""}","2025-10-15T23:59:08.727531Z","2025","10","15","reservations.reservation.created"
"reservations.reservation.created","2025-01-15T13:42:11Z","8b2181eb-d096-4f12-b751-ee9ec596ce3b","e45dd599-c698-4475-8c33-ee607b831eb4","2025-10-15T23:59:08.629792Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23624217629, ""eventSizeBytes"": 217, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:59:09.368445Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=reservations.reservation.created/8b2181eb-d096-4f12-b751-ee9ec596ce3b.json""}","{""reservationId"": ""RSV-5008"", ""userId"": ""u-1320"", ""flightId"": ""AR1302"", ""amount"": 780, ""currency"": ""USD"", ""reservedAt"": ""2025-01-15T13:42:11Z""}","2025-10-15T23:59:09.368505Z","2025","10","15","reservations.reservation.created"
"search_metric","2025-10-15T22:38:51.637000Z","34769bdf-446c-4f72-9486-d41901337679","3a75c1d0-65bf-4d5d-a5d4-4b7dbfd3d8a6","2025-10-15T22:38:51.713029Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 76, ""eventSizeBytes"": 237, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T22:38:52.518406Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Unexpected field for search_metric: timestamp""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search_metric/34769bdf-446c-4f72-9486-d41901337679.json""}","{""flightsFrom"": ""EZE"", ""flightsTo"": ""MIA"", ""dateFrom"": ""2025-10-25"", ""dateTo"": ""2025-11-03"", ""resultsCount"": 42, ""timestamp"": ""2025-10-15T22:38:51.637Z"", ""userId"": ""user-123""}","2025-10-15T22:38:52.518464Z","2025","10","15","search_metric"
"search_metric","2025-01-15T11:58:00Z","a38b0573-7d77-4a5e-a2d3-47fddd50fe3e","76af1f23-c46f-457b-9662-423aae57f45b","2025-10-15T23:57:13.023569Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23630353023, ""eventSizeBytes"": 224, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:57:14.025626Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Unexpected field for search_metric: timestamp"", ""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search_metric/a38b0573-7d77-4a5e-a2d3-47fddd50fe3e.json""}","{""flightsFrom"": ""ROS"", ""flightsTo"": ""BRC"", ""dateFrom"": ""2025-07-10"", ""dateTo"": ""2025-07-20"", ""resultsCount"": 27, ""timestamp"": ""2025-01-15T11:58:00Z"", ""userId"": ""u-1150""}","2025-10-15T23:57:14.025687Z","2025","10","15","search_metric"
"flights.flight.created","2025-04-14T15:00:00Z","410ab4c4-59be-4b6c-94a2-a2e7f243c02f","01a2e599-22b3-48f6-9576-b23f4c39fd2e","2025-10-15T23:58:24.413376Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 15929904413, ""eventSizeBytes"": 309, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:58:25.366695Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=flights.flight.created/410ab4c4-59be-4b6c-94a2-a2e7f243c02f.json""}","{""flightId"": ""G31021"", ""flightNumber"": ""G31021"", ""origin"": ""MDZ"", ""destination"": ""GRU"", ""aircraftModel"": ""A321"", ""departureAt"": ""2025-04-14T15:00:00Z"", ""arrivalAt"": ""2025-04-14T19:20:00Z"", ""status"": ""En hora"", ""price"": 365, ""currency"": ""USD""}","2025-10-15T23:58:25.366758Z","2025","10","15","flights.flight.created"
"search.search.performed","2025-01-15T12:37:55Z","6334e26c-8351-4abc-aa63-75479da89d98","36bdb295-29d8-4402-b881-edb2da6a3ae9","2025-10-15T23:53:34.282498Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23627739282, ""eventSizeBytes"": 278, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:53:38.018938Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search.search.performed/6334e26c-8351-4abc-aa63-75479da89d98.json""}","{""searchId"": ""SCH-20250115-006"", ""userId"": ""u-1225"", ""origin"": ""COR"", ""destination"": ""EZE"", ""departDate"": ""2025-01-28"", ""returnDate"": """", ""paxCount"": 1, ""category"": ""budget"", ""performedAt"": ""2025-01-15T12:37:55Z""}","2025-10-15T23:53:38.019013Z","2025","10","15","search.search.performed"
"reservations.reservation.created","2025-01-15T12:48:29Z","8f7853d6-c68d-4b84-b4ef-6de1ce66142c","2ccfafeb-c17e-4c5c-b2a0-16ca20616f87","2025-10-15T23:59:08.192286Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23627439192, ""eventSizeBytes"": 218, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:59:09.335686Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=reservations.reservation.created/8f7853d6-c68d-4b84-b4ef-6de1ce66142c.json""}","{""reservationId"": ""RSV-5006"", ""userId"": ""u-1225"", ""flightId"": ""AR1710"", ""amount"": 98, ""currency"": ""USD"", ""reservedAt"": ""2025-01-15T12:48:29Z""}","2025-10-15T23:59:09.335743Z","2025","10","15","reservations.reservation.created"
"search.search.performed","2025-01-15T17:22:31Z","620cde7a-a563-48fc-a918-ea93bd09302e","994fe90e-ade0-4da2-885e-18e06ba42156","2025-10-15T23:56:42.181211Z","{""source"": ""tp-ingest-events"", ""version"": ""1.0"", ""ingestionLatencyMs"": 23610851181, ""eventSizeBytes"": 290, ""hasAllRequiredFields"": true, ""hasAllOptionalFields"": true, ""processingRegion"": ""us-east-1""}","{""status"": ""valid"", ""validatedAt"": ""2025-10-15T23:56:43.123523Z"", ""validatedBy"": ""tp-validate-events"", ""errors"": [], ""warnings"": [""Event timestamp is more than 30 days old""], ""originalS3Key"": ""year=2025/month=10/day=15/type=search.search.performed/620cde7a-a563-48fc-a918-ea93bd09302e.json""}","{""searchId"": ""SCH-20250115-018"", ""userId"": ""u-1510"", ""origin"": ""EZE"", ""destination"": ""BOG"", ""departDate"": ""2025-03-18"", ""returnDate"": ""2025-03-26"", ""paxCount"": 1, ""category"": ""business"", ""performedAt"": ""2025-01-15T17:22:31Z""}","2025-10-15T23:56:43.123584Z","2025","10","15","search.search.performed"
